issue,date,red1,red2,red3
2023225,2023-08-23(三),07,08,09
2023226,2023-08-24(四),01,02,08
2023227,2023-08-25(五),00,02,06
2023228,2023-08-26(六),05,08,09
2023229,2023-08-27(日),01,02,04
2023230,2023-08-28(一),07,07,08
2023231,2023-08-29(二),00,04,09
2023232,2023-08-30(三),01,03,03
2023233,2023-08-31(四),02,08,09
2023234,2023-09-01(五),00,01,09
2023235,2023-09-02(六),00,04,08
2023236,2023-09-03(日),00,06,08
2023237,2023-09-04(一),00,06,09
2023238,2023-09-05(二),04,05,05
2023239,2023-09-06(三),01,03,07
2023240,2023-09-07(四),02,02,03
2023241,2023-09-08(五),04,05,09
2023242,2023-09-09(六),04,06,08
2023243,2023-09-10(日),04,08,08
2023244,2023-09-11(一),03,07,07
2023245,2023-09-12(二),06,07,08
2023246,2023-09-13(三),07,07,09
2023247,2023-09-14(四),05,06,09
2023248,2023-09-15(五),00,04,09
2023249,2023-09-16(六),00,06,07
2023250,2023-09-17(日),06,08,09
2023251,2023-09-18(一),00,03,05
2023252,2023-09-19(二),01,02,03
2023253,2023-09-20(三),01,02,07
2023254,2023-09-21(四),02,03,08
2023255,2023-09-22(五),04,05,06
2023256,2023-09-23(六),04,04,07
2023257,2023-09-24(日),04,06,09
2023258,2023-09-25(一),02,07,09
2023259,2023-09-26(二),00,06,08
2023260,2023-09-27(三),04,05,07
2023261,2023-09-28(四),02,03,07
2023262,2023-09-29(五),00,02,02
2023263,2023-09-30(六),03,03,05
2023264,2023-10-05(四),03,06,08
2023265,2023-10-06(五),03,05,06
2023266,2023-10-07(六),01,01,03
2023267,2023-10-08(日),04,07,08
2023268,2023-10-09(一),00,06,07
2023269,2023-10-10(二),05,06,06
2023270,2023-10-11(三),04,05,07
2023271,2023-10-12(四),01,07,09
2023272,2023-10-13(五),00,05,08
2023273,2023-10-14(六),04,05,07
2023274,2023-10-15(日),05,09,09
2023275,2023-10-16(一),03,07,09
2023276,2023-10-17(二),01,04,04
2023277,2023-10-18(三),00,02,09
2023278,2023-10-19(四),00,08,09
2023279,2023-10-20(五),02,07,09
2023280,2023-10-21(六),02,07,08
2023281,2023-10-22(日),04,06,08
2023282,2023-10-23(一),00,01,04
2023283,2023-10-24(二),04,08,09
2023284,2023-10-25(三),03,03,09
2023285,2023-10-26(四),01,05,09
2023286,2023-10-27(五),00,02,05
2023287,2023-10-28(六),00,03,09
2023288,2023-10-29(日),00,05,05
2023289,2023-10-30(一),06,06,08
2023290,2023-10-31(二),03,03,08
2023291,2023-11-01(三),03,05,08
2023292,2023-11-02(四),06,08,09
2023293,2023-11-03(五),00,01,08
2023294,2023-11-04(六),01,05,09
2023295,2023-11-05(日),05,07,09
2023296,2023-11-06(一),01,04,09
2023297,2023-11-07(二),02,02,06
2023298,2023-11-08(三),00,04,07
2023299,2023-11-09(四),00,02,09
2023300,2023-11-10(五),00,00,09
2023301,2023-11-11(六),00,05,08
2023302,2023-11-12(日),01,06,08
2023303,2023-11-13(一),01,02,07
2023304,2023-11-14(二),00,04,08
2023305,2023-11-15(三),02,06,08
2023306,2023-11-16(四),08,08,08
2023307,2023-11-17(五),03,07,09
2023308,2023-11-18(六),04,05,09
2023309,2023-11-19(日),00,02,02
2023310,2023-11-20(一),05,06,09
2023311,2023-11-21(二),01,02,07
2023312,2023-11-22(三),01,07,09
2023313,2023-11-23(四),08,09,09
2023314,2023-11-24(五),02,02,08
2023315,2023-11-25(六),01,06,08
2023316,2023-11-26(日),03,04,08
2023317,2023-11-27(一),01,01,03
2023318,2023-11-28(二),00,01,04
2023319,2023-11-29(三),02,07,07
2023320,2023-11-30(四),03,05,07
2023321,2023-12-01(五),02,05,07
2023322,2023-12-02(六),00,04,08
2023323,2023-12-03(日),02,06,09
2023324,2023-12-04(一),04,05,09
2023325,2023-12-05(二),00,04,09
2023326,2023-12-06(三),01,03,07
2023327,2023-12-07(四),00,01,04
2023328,2023-12-08(五),01,06,09
2023329,2023-12-09(六),03,05,07
2023330,2023-12-10(日),03,06,07
2023331,2023-12-11(一),01,02,04
2023332,2023-12-12(二),01,01,06
2023333,2023-12-13(三),01,08,08
2023334,2023-12-14(四),00,00,09
2023335,2023-12-15(五),01,01,01
2023336,2023-12-16(六),01,08,08
2023337,2023-12-17(日),02,06,08
2023338,2023-12-18(一),04,07,07
2023339,2023-12-19(二),04,07,08
2023340,2023-12-20(三),01,03,08
2023341,2023-12-21(四),02,02,07
2023342,2023-12-22(五),06,07,09
2023343,2023-12-23(六),04,08,08
2023344,2023-12-24(日),06,08,09
2023345,2023-12-25(一),03,04,06
2023346,2023-12-26(二),01,04,09
2023347,2023-12-27(三),00,05,06
2023348,2023-12-28(四),03,05,06
2023349,2023-12-29(五),01,04,05
2023350,2023-12-30(六),01,07,07
2023351,2023-12-31(日),00,04,09
2024001,2024-01-01(一),01,02,08
2024002,2024-01-02(二),06,06,09
2024003,2024-01-03(三),02,07,09
2024004,2024-01-04(四),00,05,07
2024005,2024-01-05(五),00,06,08
2024006,2024-01-06(六),01,02,02
2024007,2024-01-07(日),03,03,06
2024008,2024-01-08(一),02,03,04
2024009,2024-01-09(二),02,05,06
2024010,2024-01-10(三),03,04,07
2024011,2024-01-11(四),02,07,09
2024012,2024-01-12(五),00,05,09
2024013,2024-01-13(六),04,06,08
2024014,2024-01-14(日),01,02,05
2024015,2024-01-15(一),03,04,08
2024016,2024-01-16(二),00,02,09
2024017,2024-01-17(三),05,06,09
2024018,2024-01-18(四),00,03,04
2024019,2024-01-19(五),03,05,09
2024020,2024-01-20(六),06,08,08
2024021,2024-01-21(日),04,04,06
2024022,2024-01-22(一),02,05,08
2024023,2024-01-23(二),02,04,07
2024024,2024-01-24(三),03,04,07
2024025,2024-01-25(四),04,07,09
2024026,2024-01-26(五),01,04,09
2024027,2024-01-27(六),04,08,09
2024028,2024-01-28(日),02,06,06
2024029,2024-01-29(一),00,04,09
2024030,2024-01-30(二),03,05,09
2024031,2024-01-31(三),00,00,06
2024032,2024-02-01(四),05,09,09
2024033,2024-02-02(五),04,05,09
2024034,2024-02-03(六),05,06,08
2024035,2024-02-04(日),00,04,05
2024036,2024-02-05(一),02,05,06
2024037,2024-02-06(二),00,04,06
2024038,2024-02-07(三),06,06,07
2024039,2024-02-18(日),02,02,08
2024040,2024-02-19(一),03,06,07
2024041,2024-02-20(二),01,03,05
2024042,2024-02-21(三),00,06,08
2024043,2024-02-22(四),02,05,07
2024044,2024-02-23(五),03,03,06
2024045,2024-02-24(六),00,04,06
2024046,2024-02-25(日),00,03,07
2024047,2024-02-26(一),00,02,04
2024048,2024-02-27(二),01,02,08
2024049,2024-02-28(三),01,01,08
2024050,2024-02-29(四),03,04,06
2024051,2024-03-01(五),00,03,04
2024052,2024-03-02(六),00,01,03
2024053,2024-03-03(日),04,07,08
2024054,2024-03-04(一),01,02,09
2024055,2024-03-05(二),05,08,09
2024056,2024-03-06(三),02,04,05
2024057,2024-03-07(四),00,05,08
2024058,2024-03-08(五),04,06,09
2024059,2024-03-09(六),05,07,08
2024060,2024-03-10(日),07,08,09
2024061,2024-03-11(一),00,04,06
2024062,2024-03-12(二),03,07,07
2024063,2024-03-13(三),03,04,09
2024064,2024-03-14(四),00,00,09
2024065,2024-03-15(五),04,06,09
2024066,2024-03-16(六),01,08,09
2024067,2024-03-17(日),00,07,09
2024068,2024-03-18(一),02,04,06
2024069,2024-03-19(二),01,04,05
2024070,2024-03-20(三),01,06,07
2024071,2024-03-21(四),01,02,03
2024072,2024-03-22(五),07,07,09
2024073,2024-03-23(六),02,05,08
2024074,2024-03-24(日),00,01,04
2024075,2024-03-25(一),02,04,05
2024076,2024-03-26(二),05,05,06
2024077,2024-03-27(三),03,03,06
2024078,2024-03-28(四),03,07,09
2024079,2024-03-29(五),01,03,09
2024080,2024-03-30(六),05,07,07
2024081,2024-03-31(日),00,01,08
2024082,2024-04-01(一),00,02,09
2024083,2024-04-02(二),08,09,09
2024084,2024-04-03(三),01,02,09
2024085,2024-04-04(四),00,04,09
2024086,2024-04-05(五),02,03,05
2024087,2024-04-06(六),07,07,09
2024088,2024-04-07(日),01,06,07
2024089,2024-04-08(一),04,05,07
2024090,2024-04-09(二),00,08,09
2024091,2024-04-10(三),04,05,06
2024092,2024-04-11(四),00,01,07
2024093,2024-04-12(五),04,06,07
2024094,2024-04-13(六),06,07,09
2024095,2024-04-14(日),02,05,07
2024096,2024-04-15(一),01,02,09
2024097,2024-04-16(二),03,08,09
2024098,2024-04-17(三),00,02,06
2024099,2024-04-18(四),00,01,09
2024100,2024-04-19(五),03,06,09
2024101,2024-04-20(六),04,05,09
2024102,2024-04-21(日),03,03,09
2024103,2024-04-22(一),04,08,09
2024104,2024-04-23(二),05,07,09
2024105,2024-04-24(三),06,07,09
2024106,2024-04-25(四),01,02,07
2024107,2024-04-26(五),00,02,06
2024108,2024-04-27(六),02,03,04
2024109,2024-04-28(日),01,01,08
2024110,2024-04-29(一),00,05,06
2024111,2024-04-30(二),00,02,06
2024112,2024-05-01(三),00,03,06
2024113,2024-05-02(四),02,02,04
2024114,2024-05-03(五),00,05,07
2024115,2024-05-04(六),00,09,09
2024116,2024-05-05(日),01,05,08
2024117,2024-05-06(一),08,09,09
2024118,2024-05-07(二),03,03,04
2024119,2024-05-08(三),00,05,08
2024120,2024-05-09(四),04,05,09
2024121,2024-05-10(五),02,08,09
2024122,2024-05-11(六),00,07,08
2024123,2024-05-12(日),01,03,08
2024124,2024-05-13(一),07,07,08
2024125,2024-05-14(二),04,06,09
2024126,2024-05-15(三),02,03,03
2024127,2024-05-16(四),01,02,04
2024128,2024-05-17(五),03,05,07
2024129,2024-05-18(六),00,06,07
2024130,2024-05-19(日),00,06,06
2024131,2024-05-20(一),00,06,09
2024132,2024-05-21(二),02,05,06
2024133,2024-05-22(三),01,04,07
2024134,2024-05-23(四),00,04,06
2024135,2024-05-24(五),00,03,05
2024136,2024-05-25(六),02,02,07
2024137,2024-05-26(日),02,08,09
2024138,2024-05-27(一),05,05,09
2024139,2024-05-28(二),04,07,08
2024140,2024-05-29(三),03,05,06
2024141,2024-05-30(四),02,05,06
2024142,2024-05-31(五),01,03,08
2024143,2024-06-01(六),05,05,09
2024144,2024-06-02(日),01,06,08
2024145,2024-06-03(一),05,06,07
2024146,2024-06-04(二),00,01,08
2024147,2024-06-05(三),02,02,05
2024148,2024-06-06(四),02,04,06
2024149,2024-06-07(五),01,03,05
2024150,2024-06-08(六),03,05,06
2024151,2024-06-09(日),05,06,07
2024152,2024-06-10(一),04,08,08
2024153,2024-06-11(二),02,07,08
2024154,2024-06-12(三),03,04,08
2024155,2024-06-13(四),01,01,04
2024156,2024-06-14(五),00,01,08
2024157,2024-06-15(六),01,02,06
2024158,2024-06-16(日),01,02,08
2024159,2024-06-17(一),01,02,02
2024160,2024-06-18(二),00,06,09
2024161,2024-06-19(三),04,06,08
2024162,2024-06-20(四),01,04,06
2024163,2024-06-21(五),00,03,04
2024164,2024-06-22(六),03,04,05
2024165,2024-06-23(日),01,04,05
2024166,2024-06-24(一),03,07,09
2024167,2024-06-25(二),00,02,02
2024168,2024-06-26(三),02,05,07
2024169,2024-06-27(四),00,02,04
2024170,2024-06-28(五),02,02,05
2024171,2024-06-29(六),00,04,08
2024172,2024-06-30(日),00,08,09
2024173,2024-07-01(一),04,04,09
2024174,2024-07-02(二),02,03,06
2024175,2024-07-03(三),04,08,08
2024176,2024-07-04(四),00,01,08
2024177,2024-07-05(五),00,04,06
2024178,2024-07-06(六),01,05,08
2024179,2024-07-07(日),00,00,05
2024180,2024-07-08(一),01,08,09
2024181,2024-07-09(二),00,02,03
2024182,2024-07-10(三),04,08,08
2024183,2024-07-11(四),03,04,04
2024184,2024-07-12(五),03,03,09
2024185,2024-07-13(六),00,03,06
2024186,2024-07-14(日),05,07,09
2024187,2024-07-15(一),00,03,08
2024188,2024-07-16(二),05,06,09
2024189,2024-07-17(三),00,03,05
2024190,2024-07-18(四),00,01,04
2024191,2024-07-19(五),02,03,08
2024192,2024-07-20(六),06,06,07
2024193,2024-07-21(日),01,06,08
2024194,2024-07-22(一),01,03,07
2024195,2024-07-23(二),02,05,07
2024196,2024-07-24(三),00,05,06
2024197,2024-07-25(四),02,02,04
2024198,2024-07-26(五),00,01,07
2024199,2024-07-27(六),01,04,07
2024200,2024-07-28(日),00,03,09
2024201,2024-07-29(一),03,04,08
2024202,2024-07-30(二),02,05,05
2024203,2024-07-31(三),01,02,07
2024204,2024-08-01(四),00,03,09
2024205,2024-08-02(五),01,05,06
2024206,2024-08-03(六),01,08,08
2024207,2024-08-04(日),02,08,09
2024208,2024-08-05(一),01,02,08
2024209,2024-08-06(二),06,06,07
2024210,2024-08-07(三),04,04,09
2024211,2024-08-08(四),00,04,05
2024212,2024-08-09(五),00,08,09
2024213,2024-08-10(六),00,00,09
2024214,2024-08-11(日),03,05,06
2024215,2024-08-12(一),03,04,08
2024216,2024-08-13(二),04,04,04
2024217,2024-08-14(三),00,04,05
2024218,2024-08-15(四),04,06,07
2024219,2024-08-16(五),00,03,05
2024220,2024-08-17(六),01,04,04
2024221,2024-08-18(日),00,01,03
2024222,2024-08-19(一),04,05,06
2024223,2024-08-20(二),03,07,07
2024224,2024-08-21(三),00,05,06
2024225,2024-08-22(四),04,08,08
2024226,2024-08-23(五),00,03,08
2024227,2024-08-24(六),01,02,03
2024228,2024-08-25(日),02,08,09
2024229,2024-08-26(一),01,01,09
2024230,2024-08-27(二),04,07,09
2024231,2024-08-28(三),03,08,09
2024232,2024-08-29(四),00,01,02
2024233,2024-08-30(五),03,07,09
2024234,2024-08-31(六),01,05,07
2024235,2024-09-01(日),02,04,09
2024236,2024-09-02(一),01,02,05
2024237,2024-09-03(二),02,04,07
2024238,2024-09-04(三),04,06,09
2024239,2024-09-05(四),02,04,05
2024240,2024-09-06(五),00,05,06
2024241,2024-09-07(六),00,04,07
2024242,2024-09-08(日),02,03,06
2024243,2024-09-09(一),05,05,09
2024244,2024-09-10(二),03,06,08
2024245,2024-09-11(三),01,04,07
2024246,2024-09-12(四),00,01,07
2024247,2024-09-13(五),03,07,08
2024248,2024-09-14(六),01,06,08
2024249,2024-09-15(日),04,04,09
2024250,2024-09-16(一),02,03,05
2024251,2024-09-17(二),01,05,06
2024252,2024-09-18(三),00,06,08
2024253,2024-09-19(四),02,04,07
2024254,2024-09-20(五),00,04,09
2024255,2024-09-21(六),00,06,09
2024256,2024-09-22(日),04,07,09
2024257,2024-09-23(一),01,09,09
2024258,2024-09-24(二),00,07,07
2024259,2024-09-25(三),02,04,09
2024260,2024-09-26(四),02,06,09
2024261,2024-09-27(五),06,06,07
2024262,2024-09-28(六),04,05,06
2024263,2024-09-29(日),02,02,09
2024264,2024-09-30(一),00,01,07
2024265,2024-10-05(六),02,04,05
2024266,2024-10-06(日),00,03,09
2024267,2024-10-07(一),02,02,07
2024268,2024-10-08(二),01,03,09
2024269,2024-10-09(三),03,08,08
2024270,2024-10-10(四),06,09,09
2024271,2024-10-11(五),05,07,09
2024272,2024-10-12(六),02,05,07
2024273,2024-10-13(日),03,03,08
2024274,2024-10-14(一),01,02,07
2024275,2024-10-15(二),02,07,08
2024276,2024-10-16(三),00,06,08
2024277,2024-10-17(四),04,06,08
2024278,2024-10-18(五),01,02,02
2024279,2024-10-19(六),00,00,06
2024280,2024-10-20(日),02,04,08
2024281,2024-10-21(一),00,00,09
2024282,2024-10-22(二),03,08,09
2024283,2024-10-23(三),01,04,09
2024284,2024-10-24(四),02,03,04
2024285,2024-10-25(五),01,07,08
2024286,2024-10-26(六),01,02,06
2024287,2024-10-27(日),01,02,09
2024288,2024-10-28(一),03,08,09
2024289,2024-10-29(二),08,09,09
2024290,2024-10-30(三),01,01,09
2024291,2024-10-31(四),02,04,06
2024292,2024-11-01(五),02,04,06
2024293,2024-11-02(六),01,02,05
2024294,2024-11-03(日),03,04,06
2024295,2024-11-04(一),01,05,07
2024296,2024-11-05(二),01,06,08
2024297,2024-11-06(三),02,03,07
2024298,2024-11-07(四),00,05,05
2024299,2024-11-08(五),04,09,09
2024300,2024-11-09(六),06,06,06
2024301,2024-11-10(日),03,04,05
2024302,2024-11-11(一),01,05,06
2024303,2024-11-12(二),03,03,06
2024304,2024-11-13(三),01,06,09
2024305,2024-11-14(四),06,06,09
2024306,2024-11-15(五),02,06,09
2024307,2024-11-16(六),05,07,09
2024308,2024-11-17(日),04,05,06
2024309,2024-11-18(一),03,05,09
2024310,2024-11-19(二),00,03,06
2024311,2024-11-20(三),00,06,07
2024312,2024-11-21(四),04,05,07
2024313,2024-11-22(五),00,05,09
2024314,2024-11-23(六),02,06,07
2024315,2024-11-24(日),00,02,08
2024316,2024-11-25(一),07,08,09
2024317,2024-11-26(二),03,06,08
2024318,2024-11-27(三),02,05,05
2024319,2024-11-28(四),02,06,07
2024320,2024-11-29(五),07,07,08
2024321,2024-11-30(六),02,04,05
2024322,2024-12-01(日),06,07,08
2024323,2024-12-02(一),03,05,06
2024324,2024-12-03(二),03,04,08
2024325,2024-12-04(三),01,05,08
2024326,2024-12-05(四),02,02,07
2024327,2024-12-06(五),00,02,08
2024328,2024-12-07(六),00,03,06
2024329,2024-12-08(日),00,01,09
2024330,2024-12-09(一),01,06,07
2024331,2024-12-10(二),04,06,09
2024332,2024-12-11(三),05,06,07
2024333,2024-12-12(四),01,05,09
2024334,2024-12-13(五),01,04,05
2024335,2024-12-14(六),03,05,09
2024336,2024-12-15(日),04,06,09
2024337,2024-12-16(一),03,04,08
2024338,2024-12-17(二),07,07,09
2024339,2024-12-18(三),00,05,09
2024340,2024-12-19(四),02,07,08
2024341,2024-12-20(五),01,03,07
2024342,2024-12-21(六),03,04,08
2024343,2024-12-22(日),01,02,04
2024344,2024-12-23(一),00,03,05
2024345,2024-12-24(二),01,03,07
2024346,2024-12-25(三),00,05,06
2024347,2024-12-26(四),02,03,09
2024348,2024-12-27(五),02,08,09
2024349,2024-12-28(六),00,01,08
2024350,2024-12-29(日),02,06,07
2024351,2024-12-30(一),05,06,07
2024352,2024-12-31(二),02,02,09
2025001,2025-01-01(三),00,03,07
2025002,2025-01-02(四),01,06,09
2025003,2025-01-03(五),01,02,04
2025004,2025-01-04(六),03,04,06
2025005,2025-01-05(日),00,05,08
2025006,2025-01-06(一),08,08,09
2025007,2025-01-07(二),01,01,04
2025008,2025-01-08(三),00,02,06
2025009,2025-01-09(四),01,04,06
2025010,2025-01-10(五),03,03,03
2025011,2025-01-11(六),01,05,08
2025012,2025-01-12(日),04,07,08
2025013,2025-01-13(一),00,06,06
2025014,2025-01-14(二),06,07,09
2025015,2025-01-15(三),02,04,09
2025016,2025-01-16(四),00,01,04
2025017,2025-01-17(五),00,02,07
2025018,2025-01-18(六),03,06,08
2025019,2025-01-19(日),00,01,07
2025020,2025-01-20(一),00,05,06
2025021,2025-01-21(二),04,06,08
2025022,2025-01-22(三),03,06,08
2025023,2025-01-23(四),01,05,09
2025024,2025-01-24(五),02,06,07
2025025,2025-01-25(六),04,06,08
2025026,2025-01-26(日),05,08,08
2025027,2025-02-06(四),03,03,08
2025028,2025-02-07(五),00,04,09
2025029,2025-02-08(六),00,06,09
2025030,2025-02-09(日),00,02,03
2025031,2025-02-10(一),03,07,09
2025032,2025-02-11(二),04,09,09
2025033,2025-02-12(三),00,06,06
2025034,2025-02-13(四),01,02,06
2025035,2025-02-14(五),07,07,08
2025036,2025-02-15(六),01,06,07
2025037,2025-02-16(日),01,01,03
2025038,2025-02-17(一),04,07,08
2025039,2025-02-18(二),02,03,09
2025040,2025-02-19(三),02,04,08
2025041,2025-02-20(四),00,01,04
2025042,2025-02-21(五),05,07,07
2025043,2025-02-22(六),04,05,07
2025044,2025-02-23(日),01,02,09
2025045,2025-02-24(一),04,05,05
2025046,2025-02-25(二),00,04,09
2025047,2025-02-26(三),02,04,08
2025048,2025-02-27(四),00,04,06
2025049,2025-02-28(五),00,00,04
2025050,2025-03-01(六),00,06,08
2025051,2025-03-02(日),00,05,09
2025052,2025-03-03(一),05,05,08
2025053,2025-03-04(二),05,08,09
2025054,2025-03-05(三),04,07,09
2025055,2025-03-06(四),03,06,08
2025056,2025-03-07(五),02,04,09
2025057,2025-03-08(六),03,07,09
2025058,2025-03-09(日),00,04,05
2025059,2025-03-10(一),04,07,08
2025060,2025-03-11(二),03,08,09
2025061,2025-03-12(三),04,06,07
2025062,2025-03-13(四),00,01,08
2025063,2025-03-14(五),00,04,05
2025064,2025-03-15(六),02,08,09
2025065,2025-03-16(日),03,05,08
2025066,2025-03-17(一),00,02,07
2025067,2025-03-18(二),03,05,08
2025068,2025-03-19(三),05,05,05
2025069,2025-03-20(四),00,06,09
2025070,2025-03-21(五),04,07,08
2025071,2025-03-22(六),03,04,04
2025072,2025-03-23(日),02,02,07
2025073,2025-03-24(一),07,07,08
2025074,2025-03-25(二),01,04,09
2025075,2025-03-26(三),00,07,09
2025076,2025-03-27(四),01,07,08
2025077,2025-03-28(五),02,05,06
2025078,2025-03-29(六),00,00,00
2025079,2025-03-30(日),05,06,07
2025080,2025-03-31(一),00,00,05
2025081,2025-04-01(二),00,03,04
2025082,2025-04-02(三),01,04,07
2025083,2025-04-03(四),01,05,09
2025084,2025-04-04(五),00,00,03
2025085,2025-04-05(六),03,03,08
2025086,2025-04-06(日),03,08,08
2025087,2025-04-07(一),02,06,08
2025088,2025-04-08(二),00,02,02
2025089,2025-04-09(三),05,06,08
2025090,2025-04-10(四),01,05,09
2025091,2025-04-11(五),01,03,05
2025092,2025-04-12(六),01,03,07
2025093,2025-04-13(日),04,05,05
2025094,2025-04-14(一),04,06,09
2025095,2025-04-15(二),00,06,08
2025096,2025-04-16(三),03,05,08
2025097,2025-04-17(四),02,04,05
2025098,2025-04-18(五),01,04,07
2025099,2025-04-19(六),00,07,07
2025100,2025-04-20(日),03,05,09
2025101,2025-04-21(一),00,01,06
2025102,2025-04-22(二),01,01,06
2025103,2025-04-23(三),00,03,07
2025104,2025-04-24(四),07,07,08
2025105,2025-04-25(五),00,01,05
2025106,2025-04-26(六),02,05,07
2025107,2025-04-27(日),00,02,07
2025108,2025-04-28(一),00,04,07
2025109,2025-04-29(二),01,04,08
2025110,2025-04-30(三),01,04,09
2025111,2025-05-01(四),00,02,07
2025112,2025-05-02(五),04,05,09
2025113,2025-05-03(六),03,05,06
2025114,2025-05-04(日),03,05,07
2025115,2025-05-05(一),00,02,06
2025116,2025-05-06(二),00,02,03
2025117,2025-05-07(三),04,08,09
2025118,2025-05-08(四),01,02,06
2025119,2025-05-09(五),01,03,05
2025120,2025-05-10(六),01,02,09
2025121,2025-05-11(日),00,01,02
2025122,2025-05-12(一),04,08,08
2025123,2025-05-13(二),02,05,07
2025124,2025-05-14(三),00,08,09
2025125,2025-05-15(四),01,03,05
2025126,2025-05-16(五),00,02,03
2025127,2025-05-17(六),01,03,04
2025128,2025-05-18(日),01,04,08
2025129,2025-05-19(一),01,05,09
2025130,2025-05-20(二),00,02,04
2025131,2025-05-21(三),00,02,03
2025132,2025-05-22(四),06,08,09
2025133,2025-05-23(五),04,05,06
2025134,2025-05-24(六),04,07,08
2025135,2025-05-25(日),04,05,08
2025136,2025-05-26(一),01,01,03
2025137,2025-05-27(二),03,08,08
2025138,2025-05-28(三),02,06,09
2025139,2025-05-29(四),05,08,09
2025140,2025-05-30(五),01,04,09
2025141,2025-05-31(六),00,02,02
2025142,2025-06-01(日),01,06,09
2025143,2025-06-02(一),02,05,06
2025144,2025-06-03(二),06,06,06
2025145,2025-06-04(三),02,06,07
2025146,2025-06-05(四),07,08,09
2025147,2025-06-06(五),01,02,03
2025148,2025-06-07(六),03,08,08
2025149,2025-06-08(日),03,04,07
2025150,2025-06-09(一),01,02,03
2025151,2025-06-10(二),01,07,08
2025152,2025-06-11(三),00,01,02
2025153,2025-06-12(四),00,06,09
2025154,2025-06-13(五),02,03,09
2025155,2025-06-14(六),04,09,09
2025156,2025-06-15(日),05,07,07
2025157,2025-06-16(一),06,09,09
2025158,2025-06-17(二),00,01,07
2025159,2025-06-18(三),00,03,07
2025160,2025-06-19(四),00,03,05
2025161,2025-06-20(五),04,07,08
2025162,2025-06-21(六),02,05,07
2025163,2025-06-22(日),03,06,06
2025164,2025-06-23(一),03,03,07
2025165,2025-06-24(二),00,06,09
2025166,2025-06-25(三),00,08,08
2025167,2025-06-26(四),00,02,07
2025168,2025-06-27(五),01,04,05
2025169,2025-06-28(六),07,08,09
2025170,2025-06-29(日),04,05,07
2025171,2025-06-30(一),01,01,03
2025172,2025-07-01(二),00,04,06
2025173,2025-07-02(三),00,02,09
2025174,2025-07-03(四),03,03,05
2025175,2025-07-04(五),01,06,06
2025176,2025-07-05(六),01,02,02
2025177,2025-07-06(日),04,07,09
2025178,2025-07-07(一),02,07,08
2025179,2025-07-08(二),00,02,08
2025180,2025-07-09(三),00,02,06
2025181,2025-07-10(四),06,08,08
2025182,2025-07-11(五),00,07,08
2025183,2025-07-12(六),04,04,07
2025184,2025-07-13(日),07,09,09
2025185,2025-07-14(一),01,04,06
2025186,2025-07-15(二),02,02,07
2025187,2025-07-16(三),01,06,07
2025188,2025-07-17(四),00,01,08
2025189,2025-07-18(五),00,07,09
2025190,2025-07-19(六),00,02,04
2025191,2025-07-20(日),00,02,02
2025192,2025-07-21(一),01,06,09
2025193,2025-07-22(二),06,07,08
2025194,2025-07-23(三),02,06,07
2025195,2025-07-24(四),00,08,09
2025196,2025-07-25(五),03,04,07
2025197,2025-07-26(六),00,05,07
2025198,2025-07-27(日),08,08,09
2025199,2025-07-28(一),03,04,09
2025200,2025-07-29(二),00,01,05
2025201,2025-07-30(三),04,06,08
2025202,2025-07-31(四),03,05,09
2025203,2025-08-01(五),00,01,03
2025204,2025-08-02(六),00,00,07
2025205,2025-08-03(日),00,02,09
2025206,2025-08-04(一),04,04,04
2025207,2025-08-05(二),02,05,05
2025208,2025-08-06(三),02,03,04
2025209,2025-08-07(四),03,07,08
2025210,2025-08-08(五),00,02,05
2025211,2025-08-09(六),07,08,09
2025212,2025-08-10(日),04,05,06
2025213,2025-08-11(一),01,03,08
2025214,2025-08-12(二),00,02,09
2025215,2025-08-13(三),03,05,08
2025216,2025-08-14(四),02,05,06
2025217,2025-08-15(五),04,08,09
2025218,2025-08-16(六),02,05,06
2025219,2025-08-17(日),00,00,09
2025220,2025-08-18(一),03,05,06
2025221,2025-08-19(二),02,06,09
2025222,2025-08-20(三),00,00,01
2025223,2025-08-21(四),03,06,07
2025224,2025-08-22(五),00,09,09
2025225,2025-08-23(六),00,06,08
2025226,2025-08-24(日),00,01,08
2025227,2025-08-25(一),01,01,06
2025228,2025-08-26(二),04,05,06
2025229,2025-08-27(三),00,01,08
2025230,2025-08-28(四),03,04,09
2025231,2025-08-29(五),02,03,07
2025232,2025-08-30(六),00,04,04
2025233,2025-08-31(日),02,05,09
2025234,2025-09-01(一),00,02,06
2025235,2025-09-02(二),06,09,09
2025236,2025-09-03(三),03,05,05
2025237,2025-09-04(四),00,05,09
2025238,2025-09-05(五),00,06,08
2025239,2025-09-06(六),01,02,05
2025240,2025-09-07(日),01,04,09
2025241,2025-09-08(一),00,01,06
2025242,2025-09-09(二),00,09,09
2025243,2025-09-10(三),01,06,07
2025244,2025-09-11(四),03,06,07
2025245,2025-09-12(五),04,08,08
2025246,2025-09-13(六),07,09,09
2025247,2025-09-14(日),02,02,06
2025248,2025-09-15(一),02,05,06
2025249,2025-09-16(二),02,05,09
2025250,2025-09-17(三),00,02,09
2025251,2025-09-18(四),06,08,08
2025252,2025-09-19(五),02,07,09
2025253,2025-09-20(六),04,05,07
2025254,2025-09-21(日),00,02,07
2025255,2025-09-22(一),02,04,06
2025256,2025-09-23(二),00,04,06
2025257,2025-09-24(三),00,06,08
